TERYT;Wojewodztwo;Powiat;Gmina;Rodzaj gminy;Nazwa;Nazwa typu jednostki;Stan na 
2010023;20;10;02;3;Drohiczyn;gmina miejsko-wiejska;2010-01-01
2010024;20;10;02;4;Drohiczyn;miasto;2010-01-01
2010025;20;10;02;5;Drohiczyn;obszar wiejski;2010-01-01
2010032;20;10;03;2;Dziadkowice;gmina wiejska;2010-01-01
2010042;20;10;04;2;Grodzisk;gmina wiejska;2010-01-01
2010052;20;10;05;2;Mielnik;gmina wiejska;2010-01-01
2010062;20;10;06;2;Milejczyce;gmina wiejska;2010-01-01
2010072;20;10;07;2;Nurzec-Stacja;gmina wiejska;2010-01-01
2010082;20;10;08;2;Perlejewo;gmina wiejska;2010-01-01
2010092;20;10;09;2;Siemiatycze;gmina wiejska;2010-01-01
2011000;20;11;00;0;sokólski;powiat;2010-01-01
2011013;20;11;01;3;Dąbrowa Białostocka;gmina miejsko-wiejska;2010-01-01
2011014;20;11;01;4;Dąbrowa Białostocka;miasto;2010-01-01
2011015;20;11;01;5;Dąbrowa Białostocka;obszar wiejski;2010-01-01
2011022;20;11;02;2;Janów;gmina wiejska;2010-01-01
2011032;20;11;03;2;Korycin;gmina wiejska;2010-01-01
2011043;20;11;04;3;Krynki;gmina miejsko-wiejska;2010-01-01
2011044;20;11;04;4;Krynki;miasto;2010-01-01
2011045;20;11;04;5;Krynki;obszar wiejski;2010-01-01
2011052;20;11;05;2;Kuźnica;gmina wiejska;2010-01-01
2011062;20;11;06;2;Nowy Dwór;gmina wiejska;2010-01-01
2011072;20;11;07;2;Sidra;gmina wiejska;2010-01-01
2011083;20;11;08;3;Sokółka;gmina miejsko-wiejska;2010-01-01
2011084;20;11;08;4;Sokółka;miasto;2010-01-01
2011085;20;11;08;5;Sokółka;obszar wiejski;2010-01-01
2011093;20;11;09;3;Suchowola;gmina miejsko-wiejska;2010-01-01
2011094;20;11;09;4;Suchowola;miasto;2010-01-01
2011095;20;11;09;5;Suchowola;obszar wiejski;2010-01-01
2011102;20;11;10;2;Szudziałowo;gmina wiejska;2010-01-01
2012000;20;12;00;0;suwalski;powiat;2010-01-01
2012012;20;12;01;2;Bakałarzewo;gmina wiejska;2010-01-01
2012022;20;12;02;2;Filipów;gmina wiejska;2010-01-01
2012032;20;12;03;2;Jeleniewo;gmina wiejska;2010-01-01
2012042;20;12;04;2;Przerośl;gmina wiejska;2010-01-01
2012052;20;12;05;2;Raczki;gmina wiejska;2010-01-01
2012062;20;12;06;2;Rutka-Tartak;gmina wiejska;2010-01-01
2012072;20;12;07;2;Suwałki;gmina wiejska;2010-01-01
2012082;20;12;08;2;Szypliszki;gmina wiejska;2010-01-01
2012092;20;12;09;2;Wiżajny;gmina wiejska;2010-01-01
2013000;20;13;00;0;wysokomazowiecki;powiat;2010-01-01
2013011;20;13;01;1;Wysokie Mazowieckie;gmina miejska;2010-01-01
2013023;20;13;02;3;Ciechanowiec;gmina miejsko-wiejska;2010-01-01
2013024;20;13;02;4;Ciechanowiec;miasto;2010-01-01
2013025;20;13;02;5;Ciechanowiec;obszar wiejski;2010-01-01
2013032;20;13;03;2;Czyżew-Osada;gmina wiejska;2010-01-01
2013042;20;13;04;2;Klukowo;gmina wiejska;2010-01-01
2013052;20;13;05;2;Kobylin-Borzymy;gmina wiejska;2010-01-01
2013062;20;13;06;2;Kulesze Kościelne;gmina wiejska;2010-01-01
2013072;20;13;07;2;Nowe Piekuty;gmina wiejska;2010-01-01
2013082;20;13;08;2;Sokoły;gmina wiejska;2010-01-01
2013093;20;13;09;3;Szepietowo;gmina miejsko-wiejska;2010-01-01
2013094;20;13;09;4;Szepietowo;miasto;2010-01-01
2013095;20;13;09;5;Szepietowo;obszar wiejski;2010-01-01
2013102;20;13;10;2;Wysokie Mazowieckie;gmina wiejska;2010-01-01
2014000;20;14;00;0;zambrowski;powiat;2010-01-01
2014011;20;14;01;1;Zambrów;gmina miejska;2010-01-01
2014022;20;14;02;2;Kołaki Kościelne;gmina wiejska;2010-01-01
2014032;20;14;03;2;Rutki;gmina wiejska;2010-01-01
2014042;20;14;04;2;Szumowo;gmina wiejska;2010-01-01
2014052;20;14;05;2;Zambrów;gmina wiejska;2010-01-01
2061000;20;61;00;0;Białystok;miasto na prawach powiatu;2010-01-01
2061011;20;61;01;1;Białystok;gmina miejska;2010-01-01
2062000;20;62;00;0;Łomża;miasto na prawach powiatu;2010-01-01
2062011;20;62;01;1;Łomża;gmina miejska;2010-01-01
2063000;20;63;00;0;Suwałki;miasto na prawach powiatu;2010-01-01
2063011;20;63;01;1;Suwałki;gmina miejska;2010-01-01
2200000;22;00;00;0;POMORSKIE;województwo;2010-01-01
2201000;22;01;00;0;bytowski;powiat;2010-01-01
2201012;22;01;01;2;Borzytuchom;gmina wiejska;2010-01-01
2201023;22;01;02;3;Bytów;gmina miejsko-wiejska;2010-01-01
2201024;22;01;02;4;Bytów;miasto;2010-01-01
2201025;22;01;02;5;Bytów;obszar wiejski;2010-01-01
2201032;22;01;03;2;Czarna Dąbrówka;gmina wiejska;2010-01-01
2201042;22;01;04;2;Kołczygłowy;gmina wiejska;2010-01-01
2201052;22;01;05;2;Lipnica;gmina wiejska;2010-01-01
2201063;22;01;06;3;Miastko;gmina miejsko-wiejska;2010-01-01
2201064;22;01;06;4;Miastko;miasto;2010-01-01
2201065;22;01;06;5;Miastko;obszar wiejski;2010-01-01
2201072;22;01;07;2;Parchowo;gmina wiejska;2010-01-01
2201082;22;01;08;2;Studzienice;gmina wiejska;2010-01-01
2201092;22;01;09;2;Trzebielino;gmina wiejska;2010-01-01
2201102;22;01;10;2;Tuchomie;gmina wiejska;2010-01-01
2202000;22;02;00;0;chojnicki;powiat;2010-01-01
2202011;22;02;01;1;Chojnice;gmina miejska;2010-01-01
2202023;22;02;02;3;Brusy;gmina miejsko-wiejska;2010-01-01
2202024;22;02;02;4;Brusy;miasto;2010-01-01
2202025;22;02;02;5;Brusy;obszar wiejski;2010-01-01
2202032;22;02;03;2;Chojnice;gmina wiejska;2010-01-01
2202043;22;02;04;3;Czersk;gmina miejsko-wiejska;2010-01-01
2202044;22;02;04;4;Czersk;miasto;2010-01-01
2202045;22;02;04;5;Czersk;obszar wiejski;2010-01-01
2202052;22;02;05;2;Konarzyny;gmina wiejska;2010-01-01
2203000;22;03;00;0;człuchowski;powiat;2010-01-01
2203011;22;03;01;1;Człuchów;gmina miejska;2010-01-01
2203023;22;03;02;3;Czarne;gmina miejsko-wiejska;2010-01-01
2203024;22;03;02;4;Czarne;miasto;2010-01-01
2203025;22;03;02;5;Czarne;obszar wiejski;2010-01-01
2203032;22;03;03;2;Człuchów;gmina wiejska;2010-01-01
2203043;22;03;04;3;Debrzno;gmina miejsko-wiejska;2010-01-01
2203044;22;03;04;4;Debrzno;miasto;2010-01-01
2203045;22;03;04;5;Debrzno;obszar wiejski;2010-01-01
2203052;22;03;05;2;Koczała;gmina wiejska;2010-01-01
2203062;22;03;06;2;Przechlewo;gmina wiejska;2010-01-01
2203072;22;03;07;2;Rzeczenica;gmina wiejska;2010-01-01
2204000;22;04;00;0;gdański;powiat;2010-01-01
2204011;22;04;01;1;Pruszcz Gdański;gmina miejska;2010-01-01
2204022;22;04;02;2;Cedry Wielkie;gmina wiejska;2010-01-01
2204032;22;04;03;2;Kolbudy;gmina wiejska;2010-01-01
2204042;22;04;04;2;Pruszcz Gdański;gmina wiejska;2010-01-01
2204052;22;04;05;2;Przywidz;gmina wiejska;2010-01-01
2204062;22;04;06;2;Pszczółki;gmina wiejska;2010-01-01
2204072;22;04;07;2;Suchy Dąb;gmina wiejska;2010-01-01
2204082;22;04;08;2;Trąbki Wielkie;gmina wiejska;2010-01-01
2205000;22;05;00;0;kartuski;powiat;2010-01-01
2205012;22;05;01;2;Chmielno;gmina wiejska;2010-01-01
2205023;22;05;02;3;Kartuzy;gmina miejsko-wiejska;2010-01-01
2205024;22;05;02;4;Kartuzy;miasto;2010-01-01
2205025;22;05;02;5;Kartuzy;obszar wiejski;2010-01-01
2205032;22;05;03;2;Przodkowo;gmina wiejska;2010-01-01
2205042;22;05;04;2;Sierakowice;gmina wiejska;2010-01-01
2205052;22;05;05;2;Somonino;gmina wiejska;2010-01-01
2205062;22;05;06;2;Stężyca;gmina wiejska;2010-01-01
2205072;22;05;07;2;Sulęczyno;gmina wiejska;2010-01-01
2205083;22;05;08;3;Żukowo;gmina miejsko-wiejska;2010-01-01
2205084;22;05;08;4;Żukowo;miasto;2010-01-01
2205085;22;05;08;5;Żukowo;obszar wiejski;2010-01-01
2206000;22;06;00;0;kościerski;powiat;2010-01-01
2206011;22;06;01;1;Kościerzyna;gmina miejska;2010-01-01
2206022;22;06;02;2;Dziemiany;gmina wiejska;2010-01-01
2206032;22;06;03;2;Karsin;gmina wiejska;2010-01-01
2206042;22;06;04;2;Kościerzyna;gmina wiejska;2010-01-01
2206052;22;06;05;2;Liniewo;gmina wiejska;2010-01-01
2206062;22;06;06;2;Lipusz;gmina wiejska;2010-01-01
2206072;22;06;07;2;Nowa Karczma;gmina wiejska;2010-01-01
2206082;22;06;08;2;Stara Kiszewa;gmina wiejska;2010-01-01
2207000;22;07;00;0;kwidzyński;powiat;2010-01-01
2207011;22;07;01;1;Kwidzyn;gmina miejska;2010-01-01
2207022;22;07;02;2;Gardeja;gmina wiejska;2010-01-01
2207032;22;07;03;2;Kwidzyn;gmina wiejska;2010-01-01
2207043;22;07;04;3;Prabuty;gmina miejsko-wiejska;2010-01-01
2207044;22;07;04;4;Prabuty;miasto;2010-01-01
2207045;22;07;04;5;Prabuty;obszar wiejski;2010-01-01
2207052;22;07;05;2;Ryjewo;gmina wiejska;2010-01-01
2207062;22;07;06;2;Sadlinki;gmina wiejska;2010-01-01
2208000;22;08;00;0;lęborski;powiat;2010-01-01
2208011;22;08;01;1;Lębork;gmina miejska;2010-01-01
2208021;22;08;02;1;Łeba;gmina miejska;2010-01-01
2208032;22;08;03;2;Cewice;gmina wiejska;2010-01-01
2208042;22;08;04;2;Nowa Wieś Lęborska;gmina wiejska;2010-01-01
2208052;22;08;05;2;Wicko;gmina wiejska;2010-01-01
2209000;22;09;00;0;malborski;powiat;2010-01-01
2209011;22;09;01;1;Malbork;gmina miejska;2010-01-01
2209032;22;09;03;2;Lichnowy;gmina wiejska;2010-01-01
2209042;22;09;04;2;Malbork;gmina wiejska;2010-01-01
2209062;22;09;06;2;Miłoradz;gmina wiejska;2010-01-01
2209073;22;09;07;3;Nowy Staw;gmina miejsko-wiejska;2010-01-01
2209074;22;09;07;4;Nowy Staw;miasto;2010-01-01
2209075;22;09;07;5;Nowy Staw;obszar wiejski;2010-01-01
2209082;22;09;08;2;Stare Pole;gmina wiejska;2010-01-01
2210000;22;10;00;0;nowodworski;powiat;2010-01-01
2210011;22;10;01;1;Krynica Morska;gmina miejska;2010-01-01
2210023;22;10;02;3;Nowy Dwór Gdański;gmina miejsko-wiejska;2010-01-01
2210024;22;10;02;4;Nowy Dwór Gdański;miasto;2010-01-01
2210025;22;10;02;5;Nowy Dwór Gdański;obszar wiejski;2010-01-01
2210032;22;10;03;2;Ostaszewo;gmina wiejska;2010-01-01
2210042;22;10;04;2;Stegna;gmina wiejska;2010-01-01
2210052;22;10;05;2;Sztutowo;gmina wiejska;2010-01-01
2211000;22;11;00;0;pucki;powiat;2010-01-01
2211011;22;11;01;1;Hel;gmina miejska;2010-01-01
2211021;22;11;02;1;Jastarnia;gmina miejska;2010-01-01
2211031;22;11;03;1;Puck;gmina miejska;2010-01-01
2211041;22;11;04;1;Władysławowo;gmina miejska;2010-01-01
2211052;22;11;05;2;Kosakowo;gmina wiejska;2010-01-01
2211062;22;11;06;2;Krokowa;gmina wiejska;2010-01-01
2211072;22;11;07;2;Puck;gmina wiejska;2010-01-01
2212000;22;12;00;0;słupski;powiat;2010-01-01
2212011;22;12;01;1;Ustka;gmina miejska;2010-01-01
2212022;22;12;02;2;Damnica;gmina wiejska;2010-01-01
2212032;22;12;03;2;Dębnica Kaszubska;gmina wiejska;2010-01-01
2212042;22;12;04;2;Główczyce;gmina wiejska;2010-01-01
2212053;22;12;05;3;Kępice;gmina miejsko-wiejska;2010-01-01
2212054;22;12;05;4;Kępice;miasto;2010-01-01
2212055;22;12;05;5;Kępice;obszar wiejski;2010-01-01
2212062;22;12;06;2;Kobylnica;gmina wiejska;2010-01-01
2212072;22;12;07;2;Potęgowo;gmina wiejska;2010-01-01
2212082;22;12;08;2;Słupsk;gmina wiejska;2010-01-01
2212092;22;12;09;2;Smołdzino;gmina wiejska;2010-01-01
2212102;22;12;10;2;Ustka;gmina wiejska;2010-01-01
2213000;22;13;00;0;starogardzki;powiat;2010-01-01
2213011;22;13;01;1;Czarna Woda;gmina miejska;2010-01-01
2213021;22;13;02;1;Skórcz;gmina miejska;2010-01-01
2213031;22;13;03;1;Starogard Gdański;gmina miejska;2010-01-01
2213042;22;13;04;2;Bobowo;gmina wiejska;2010-01-01
2213052;22;13;05;2;Kaliska;gmina wiejska;2010-01-01
2213062;22;13;06;2;Lubichowo;gmina wiejska;2010-01-01
2213072;22;13;07;2;Osieczna;gmina wiejska;2010-01-01
2213082;22;13;08;2;Osiek;gmina wiejska;2010-01-01
2213093;22;13;09;3;Skarszewy;gmina miejsko-wiejska;2010-01-01
2213094;22;13;09;4;Skarszewy;miasto;2010-01-01
2213095;22;13;09;5;Skarszewy;obszar wiejski;2010-01-01
2213102;22;13;10;2;Skórcz;gmina wiejska;2010-01-01
2213112;22;13;11;2;Smętowo Graniczne;gmina wiejska;2010-01-01
2213122;22;13;12;2;Starogard Gdański;gmina wiejska;2010-01-01
2213132;22;13;13;2;Zblewo;gmina wiejska;2010-01-01
2214000;22;14;00;0;tczewski;powiat;2010-01-01
2214011;22;14;01;1;Tczew;gmina miejska;2010-01-01
2214023;22;14;02;3;Gniew;gmina miejsko-wiejska;2010-01-01
2214024;22;14;02;4;Gniew;miasto;2010-01-01
2214025;22;14;02;5;Gniew;obszar wiejski;2010-01-01
2214032;22;14;03;2;Morzeszczyn;gmina wiejska;2010-01-01
2214043;22;14;04;3;Pelplin;gmina miejsko-wiejska;2010-01-01
2214044;22;14;04;4;Pelplin;miasto;2010-01-01
2214045;22;14;04;5;Pelplin;obszar wiejski;2010-01-01
2214052;22;14;05;2;Subkowy;gmina wiejska;2010-01-01
2214062;22;14;06;2;Tczew;gmina wiejska;2010-01-01
2215000;22;15;00;0;wejherowski;powiat;2010-01-01
2215011;22;15;01;1;Reda;gmina miejska;2010-01-01
2215021;22;15;02;1;Rumia;gmina miejska;2010-01-01
2215031;22;15;03;1;Wejherowo;gmina miejska;2010-01-01
2215042;22;15;04;2;Choczewo;gmina wiejska;2010-01-01
2215052;22;15;05;2;Gniewino;gmina wiejska;2010-01-01
2215062;22;15;06;2;Linia;gmina wiejska;2010-01-01
2215072;22;15;07;2;Luzino;gmina wiejska;2010-01-01
2215082;22;15;08;2;Łęczyce;gmina wiejska;2010-01-01
2215092;22;15;09;2;Szemud;gmina wiejska;2010-01-01
2215102;22;15;10;2;Wejherowo;gmina wiejska;2010-01-01
2216000;22;16;00;0;sztumski;powiat;2010-01-01
2216013;22;16;01;3;Dzierzgoń;gmina miejsko-wiejska;2010-01-01
2216014;22;16;01;4;Dzierzgoń;miasto;2010-01-01
2216015;22;16;01;5;Dzierzgoń;obszar wiejski;2010-01-01
2216022;22;16;02;2;Mikołajki Pomorskie;gmina wiejska;2010-01-01
2216032;22;16;03;2;Stary Dzierzgoń;gmina wiejska;2010-01-01
2216042;22;16;04;2;Stary Targ;gmina wiejska;2010-01-01
2216053;22;16;05;3;Sztum;gmina miejsko-wiejska;2010-01-01
2216054;22;16;05;4;Sztum;miasto;2010-01-01
2216055;22;16;05;5;Sztum;obszar wiejski;2010-01-01
2261000;22;61;00;0;Gdańsk;miasto na prawach powiatu;2010-01-01
2261011;22;61;01;1;Gdańsk;gmina miejska;2010-01-01
2262000;22;62;00;0;Gdynia;miasto na prawach powiatu;2010-01-01
2262011;22;62;01;1;Gdynia;gmina miejska;2010-01-01
2263000;22;63;00;0;Słupsk;miasto na prawach powiatu;2010-01-01
2263011;22;63;01;1;Słupsk;gmina miejska;2010-01-01
2264000;22;64;00;0;Sopot;miasto na prawach powiatu;2010-01-01
2264011;22;64;01;1;Sopot;gmina miejska;2010-01-01
2400000;24;00;00;0;ŚLĄSKIE;województwo;2010-01-01
2401000;24;01;00;0;będziński;powiat;2010-01-01
2401011;24;01;01;1;Będzin;gmina miejska;2010-01-01
2401021;24;01;02;1;Czeladź;gmina miejska;2010-01-01
2401031;24;01;03;1;Wojkowice;gmina miejska;2010-01-01
2401042;24;01;04;2;Bobrowniki;gmina wiejska;2010-01-01
2401052;24;01;05;2;Mierzęcice;gmina wiejska;2010-01-01
2401062;24;01;06;2;Psary;gmina wiejska;2010-01-01
2401073;24;01;07;3;Siewierz;gmina miejsko-wiejska;2010-01-01
2401074;24;01;07;4;Siewierz;miasto;2010-01-01
2401075;24;01;07;5;Siewierz;obszar wiejski;2010-01-01
2401081;24;01;08;1;Sławków;gmina miejska;2010-01-01
2402000;24;02;00;0;bielski;powiat;2010-01-01
2402011;24;02;01;1;Szczyrk;gmina miejska;2010-01-01
2402022;24;02;02;2;Bestwina;gmina wiejska;2010-01-01
2402032;24;02;03;2;Buczkowice;gmina wiejska;2010-01-01
2402043;24;02;04;3;Czechowice-Dziedzice;gmina miejsko-wiejska;2010-01-01
2402044;24;02;04;4;Czechowice-Dziedzice;miasto;2010-01-01
2402045;24;02;04;5;Czechowice-Dziedzice;obszar wiejski;2010-01-01
2402052;24;02;05;2;Jasienica;gmina wiejska;2010-01-01
2402062;24;02;06;2;Jaworze;gmina wiejska;2010-01-01
2402072;24;02;07;2;Kozy;gmina wiejska;2010-01-01
2402082;24;02;08;2;Porąbka;gmina wiejska;2010-01-01
2402093;24;02;09;3;Wilamowice;gmina miejsko-wiejska;2010-01-01
2402094;24;02;09;4;Wilamowice;miasto;2010-01-01
2402095;24;02;09;5;Wilamowice;obszar wiejski;2010-01-01
2402102;24;02;10;2;Wilkowice;gmina wiejska;2010-01-01
2403000;24;03;00;0;cieszyński;powiat;2010-01-01
2403011;24;03;01;1;Cieszyn;gmina miejska;2010-01-01
2403021;24;03;02;1;Ustroń;gmina miejska;2010-01-01
2403031;24;03;03;1;Wisła;gmina miejska;2010-01-01
2403042;24;03;04;2;Brenna;gmina wiejska;2010-01-01
2403052;24;03;05;2;Chybie;gmina wiejska;2010-01-01
2403062;24;03;06;2;Dębowiec;gmina wiejska;2010-01-01
2403072;24;03;07;2;Goleszów;gmina wiejska;2010-01-01
2403082;24;03;08;2;Hażlach;gmina wiejska;2010-01-01
2403092;24;03;09;2;Istebna;gmina wiejska;2010-01-01
2403103;24;03;10;3;Skoczów;gmina miejsko-wiejska;2010-01-01
2403104;24;03;10;4;Skoczów;miasto;2010-01-01
2403105;24;03;10;5;Skoczów;obszar wiejski;2010-01-01
2403113;24;03;11;3;Strumień;gmina miejsko-wiejska;2010-01-01
2403114;24;03;11;4;Strumień;miasto;2010-01-01
2403115;24;03;11;5;Strumień;obszar wiejski;2010-01-01
2403122;24;03;12;2;Zebrzydowice;gmina wiejska;2010-01-01
2404000;24;04;00;0;częstochowski;powiat;2010-01-01
2404013;24;04;01;3;Blachownia;gmina miejsko-wiejska;2010-01-01
2404014;24;04;01;4;Blachownia;miasto;2010-01-01
2404015;24;04;01;5;Blachownia;obszar wiejski;2010-01-01
2404022;24;04;02;2;Dąbrowa Zielona;gmina wiejska;2010-01-01
2404032;24;04;03;2;Janów;gmina wiejska;2010-01-01
2404042;24;04;04;2;Kamienica Polska;gmina wiejska;2010-01-01
2404052;24;04;05;2;Kłomnice;gmina wiejska;2010-01-01
2404063;24;04;06;3;Koniecpol;gmina miejsko-wiejska;2010-01-01
2404064;24;04;06;4;Koniecpol;miasto;2010-01-01
2404065;24;04;06;5;Koniecpol;obszar wiejski;2010-01-01
2404072;24;04;07;2;Konopiska;gmina wiejska;2010-01-01
2404082;24;04;08;2;Kruszyna;gmina wiejska;2010-01-01
2404092;24;04;09;2;Lelów;gmina wiejska;2010-01-01
2404102;24;04;10;2;Mstów;gmina wiejska;2010-01-01
2404112;24;04;11;2;Mykanów;gmina wiejska;2010-01-01
2404122;24;04;12;2;Olsztyn;gmina wiejska;2010-01-01
2404132;24;04;13;2;Poczesna;gmina wiejska;2010-01-01
2404142;24;04;14;2;Przyrów;gmina wiejska;2010-01-01
2404152;24;04;15;2;Rędziny;gmina wiejska;2010-01-01
2404162;24;04;16;2;Starcza;gmina wiejska;2010-01-01
2405000;24;05;00;0;gliwicki;powiat;2010-01-01
2405011;24;05;01;1;Knurów;gmina miejska;2010-01-01
2405021;24;05;02;1;Pyskowice;gmina miejska;2010-01-01
2405032;24;05;03;2;Gierałtowice;gmina wiejska;2010-01-01
2405042;24;05;04;2;Pilchowice;gmina wiejska;2010-01-01
2405052;24;05;05;2;Rudziniec;gmina wiejska;2010-01-01
2405063;24;05;06;3;Sośnicowice;gmina miejsko-wiejska;2010-01-01
2405064;24;05;06;4;Sośnicowice;miasto;2010-01-01
2405065;24;05;06;5;Sośnicowice;obszar wiejski;2010-01-01
2405073;24;05;07;3;Toszek;gmina miejsko-wiejska;2010-01-01
2405074;24;05;07;4;Toszek;miasto;2010-01-01
2405075;24;05;07;5;Toszek;obszar wiejski;2010-01-01
2405082;24;05;08;2;Wielowieś;gmina wiejska;2010-01-01
2406000;24;06;00;0;kłobucki;powiat;2010-01-01
2406013;24;06;01;3;Kłobuck;gmina miejsko-wiejska;2010-01-01
2406014;24;06;01;4;Kłobuck;miasto;2010-01-01
2406015;24;06;01;5;Kłobuck;obszar wiejski;2010-01-01
2406023;24;06;02;3;Krzepice;gmina miejsko-wiejska;2010-01-01
2406024;24;06;02;4;Krzepice;miasto;2010-01-01
2406025;24;06;02;5;Krzepice;obszar wiejski;2010-01-01
2406032;24;06;03;2;Lipie;gmina wiejska;2010-01-01
2406042;24;06;04;2;Miedźno;gmina wiejska;2010-01-01
2406052;24;06;05;2;Opatów;gmina wiejska;2010-01-01
2406062;24;06;06;2;Panki;gmina wiejska;2010-01-01
2406072;24;06;07;2;Popów;gmina wiejska;2010-01-01
2406082;24;06;08;2;Przystajń;gmina wiejska;2010-01-01
2406092;24;06;09;2;Wręczyca Wielka;gmina wiejska;2010-01-01
2407000;24;07;00;0;lubliniecki;powiat;2010-01-01
2407011;24;07;01;1;Lubliniec;gmina miejska;2010-01-01
2407022;24;07;02;2;Boronów;gmina wiejska;2010-01-01
2407032;24;07;03;2;Ciasna;gmina wiejska;2010-01-01
2407042;24;07;04;2;Herby;gmina wiejska;2010-01-01
2407052;24;07;05;2;Kochanowice;gmina wiejska;2010-01-01
2407062;24;07;06;2;Koszęcin;gmina wiejska;2010-01-01
2407072;24;07;07;2;Pawonków;gmina wiejska;2010-01-01
2407083;24;07;08;3;Woźniki;gmina miejsko-wiejska;2010-01-01
2407084;24;07;08;4;Woźniki;miasto;2010-01-01
2407085;24;07;08;5;Woźniki;obszar wiejski;2010-01-01
2408000;24;08;00;0;mikołowski;powiat;2010-01-01
2408011;24;08;01;1;Łaziska Górne;gmina miejska;2010-01-01
2408021;24;08;02;1;Mikołów;gmina miejska;2010-01-01
2408031;24;08;03;1;Orzesze;gmina miejska;2010-01-01
2408042;24;08;04;2;Ornontowice;gmina wiejska;2010-01-01
2408052;24;08;05;2;Wyry;gmina wiejska;2010-01-01
2409000;24;09;00;0;myszkowski;powiat;2010-01-01
2409011;24;09;01;1;Myszków;gmina miejska;2010-01-01
2409023;24;09;02;3;Koziegłowy;gmina miejsko-wiejska;2010-01-01
2409024;24;09;02;4;Koziegłowy;miasto;2010-01-01
2409025;24;09;02;5;Koziegłowy;obszar wiejski;2010-01-01
2409032;24;09;03;2;Niegowa;gmina wiejska;2010-01-01
2409042;24;09;04;2;Poraj;gmina wiejska;2010-01-01
2409053;24;09;05;3;Żarki;gmina miejsko-wiejska;2010-01-01
2409054;24;09;05;4;Żarki;miasto;2010-01-01
2409055;24;09;05;5;Żarki;obszar wiejski;2010-01-01
2410000;24;10;00;0;pszczyński;powiat;2010-01-01
2410012;24;10;01;2;Goczałkowice-Zdrój;gmina wiejska;2010-01-01
2410022;24;10;02;2;Kobiór;gmina wiejska;2010-01-01
2410032;24;10;03;2;Miedźna;gmina wiejska;2010-01-01
2410042;24;10;04;2;Pawłowice;gmina wiejska;2010-01-01
2410053;24;10;05;3;Pszczyna;gmina miejsko-wiejska;2010-01-01
2410054;24;10;05;4;Pszczyna;miasto;2010-01-01
2410055;24;10;05;5;Pszczyna;obszar wiejski;2010-01-01
2410062;24;10;06;2;Suszec;gmina wiejska;2010-01-01
2411000;24;11;00;0;raciborski;powiat;2010-01-01
2411011;24;11;01;1;Racibórz;gmina miejska;2010-01-01
2411022;24;11;02;2;Kornowac;gmina wiejska;2010-01-01
2411033;24;11;03;3;Krzanowice;gmina miejsko-wiejska;2010-01-01
2411034;24;11;03;4;Krzanowice;miasto;2010-01-01
2411035;24;11;03;5;Krzanowice;obszar wiejski;2010-01-01
2411042;24;11;04;2;Krzyżanowice;gmina wiejska;2010-01-01
2411053;24;11;05;3;Kuźnia Raciborska;gmina miejsko-wiejska;2010-01-01
2411054;24;11;05;4;Kuźnia Raciborska;miasto;2010-01-01
2411055;24;11;05;5;Kuźnia Raciborska;obszar wiejski;2010-01-01
2411062;24;11;06;2;Nędza;gmina wiejska;2010-01-01
2411072;24;11;07;2;Pietrowice Wielkie;gmina wiejska;2010-01-01
2411082;24;11;08;2;Rudnik;gmina wiejska;2010-01-01
2412000;24;12;00;0;rybnicki;powiat;2010-01-01
2412013;24;12;01;3;Czerwionka-Leszczyny;gmina miejsko-wiejska;2010-01-01
2412014;24;12;01;4;Czerwionka-Leszczyny;miasto;2010-01-01
